title,description
Studi tentang fungsi tokoh tari rangda dalam dramatari kuntiseraya di Desa Singapadu,Studi tentang fungsi tokoh tari rangda dalam dramatari kuntiseraya di Desa Singapadu
Eksistensi tari kreasi baru pelegongan cupu manik astagina dalam peranannya sebagai pertunjukan wisata,Eksistensi tari kreasi baru pelegongan cupu manik astagina dalam peranannya sebagai pertunjukan wisata
Cerita rakyat (mite dan legenda) daerah Sulawesi Selatan,Cerita rakyat (mite dan legenda) daerah Sulawesi Selatan
Cerita rakyat Nusantara,Cerita rakyat Nusantara
Asal mula Rombok Manangar,Asal mula Rombok Manangar
Topitu: Bidadari dari kahyangan,Topitu: Bidadari dari kahyangan
Beberapa cerita rakyat Baduy,Beberapa cerita rakyat Baduy
Cerita rakyat daerah Bali,Cerita rakyat daerah Bali
Rumah dambaan buruh migran perempuan,Rumah dambaan buruh migran perempuan
Analisis struktur dan nilai budaya cerita rakyat Sumatera Utara,Analisis struktur dan nilai budaya cerita rakyat Sumatera Utara
Kumpulan cerita anak Sulawesi Selatan,Kumpulan cerita anak Sulawesi Selatan
"Langkolee, si kupu-kupu","Langkolee, si kupu-kupu"
Cerita rakyat (mite dan legende) Daerah Khusus Ibukota Jakarta Raya,Cerita rakyat (mite dan legende) Daerah Khusus Ibukota Jakarta Raya
Surabaya punya cerita,Surabaya punya cerita
Cerita rakyat dari Sumatra Barat,Cerita rakyat dari Sumatra Barat
Cerita rakyat Meranti,Cerita rakyat Meranti
Cerita lisan Tanimbar,Cerita lisan Tanimbar
Cerita rakyat daerah Sumatera Utara,Cerita rakyat daerah Sumatera Utara
Cerita rakyat daerah Kalimantan Tengah,Cerita rakyat daerah Kalimantan Tengah
"Cerita rakyat dan ungkapan peribahasa daerah Wauna-Depapre, Kabupaten Jayapura","Cerita rakyat dan ungkapan peribahasa daerah Wauna-Depapre, Kabupaten Jayapura"
Nilai-nilai budaya yang terkandung dalam cerita rakyat Bugis,Nilai-nilai budaya yang terkandung dalam cerita rakyat Bugis
Kancil dan raja hutan,Kancil dan raja hutan
"Mati baik-baik, kawan","Mati baik-baik, kawan"
"Cerita rakyat dan ungkapan peribahasa daerah Lembah Balliem,  Wamena, Kabupaten Jayawijaya","Cerita rakyat dan ungkapan peribahasa daerah Lembah Balliem,  Wamena, Kabupaten Jayawijaya"
Cerita dari Pulau Wetar,Cerita dari Pulau Wetar
Cerita rakyat daerah Riau,Cerita rakyat daerah Riau
Cerita rakyat tradisional di Wolio,Cerita rakyat tradisional di Wolio
Kumpulan cerita rakyat Gayo,Kumpulan cerita rakyat Gayo
Cerita rakyat Sulawesi Selatan,Cerita rakyat Sulawesi Selatan
Cerita rakyat Sumatra Utara,Cerita rakyat Sumatra Utara
Cerita rakyat daerah Bengkulu,Cerita rakyat daerah Bengkulu
"Menyimak cerita, memihak kemanusiaan","Menyimak cerita, memihak kemanusiaan"
Cerita rakyat Irian Jaya,Cerita rakyat Irian Jaya
Agama dan kehidupan dalam cerita rakyat,Agama dan kehidupan dalam cerita rakyat
Pelangi di kaki langit,Pelangi di kaki langit
Memori dan imajinasi Nusantara,Memori dan imajinasi Nusantara
"Pengembangan model pemelajaran penulisan cerita pendek berbasis keterampilan proses untuk siswa SMA, program studi bahasa Indonesia di Jawa Tengah","Pengembangan model pemelajaran penulisan cerita pendek berbasis keterampilan proses untuk siswa SMA, program studi bahasa Indonesia di Jawa Tengah"
Corita muntuh Sanggau,Corita muntuh Sanggau
Cerita bergambar kesehatan reproduksi perempuan,Cerita bergambar kesehatan reproduksi perempuan
Cerita kecil dari Cikini,Cerita kecil dari Cikini
Deskripsi pelaku dalam cerita pantun,Deskripsi pelaku dalam cerita pantun
Antologi sastra daerah Nusantara,Antologi sastra daerah Nusantara
Bunga rampai cerita rakyat Gayo,Bunga rampai cerita rakyat Gayo
Cerita rakyat daerah Kalimantan Timur,Cerita rakyat daerah Kalimantan Timur
Cerita rakyat daerah Irian Jaya,Cerita rakyat daerah Irian Jaya
Cerita rakyat dari Jawa Barat,Cerita rakyat dari Jawa Barat
Rangkaian cerita tradisional Jawa Tengah,Rangkaian cerita tradisional Jawa Tengah
Cerita rakyat Daerah Istimewa Aceh,Cerita rakyat Daerah Istimewa Aceh
Cerita rakyat daerah Jawa Timur,Cerita rakyat daerah Jawa Timur
Bunga rampai cerita rakyat Nusantara,Bunga rampai cerita rakyat Nusantara
"Penuturan cerita Waropen, Irian Jaya","Penuturan cerita Waropen, Irian Jaya"
Cerita rakyat dalam sastra Makasar,Cerita rakyat dalam sastra Makasar
Kumpulan cerita nyata dari Aceh,Kumpulan cerita nyata dari Aceh
Gending-gending gambang bertemakan cerita panji,Gending-gending gambang bertemakan cerita panji
Cerita rakyat nama-nama tempat bersejarah di Kabupaten Timor Tengah Selatan,Cerita rakyat nama-nama tempat bersejarah di Kabupaten Timor Tengah Selatan
Cerita rakyat nama-nama tempat bersejarah di Kabupaten Sumba Barat Daya,Cerita rakyat nama-nama tempat bersejarah di Kabupaten Sumba Barat Daya
Cerita Cupak dan Grantang,Cerita Cupak dan Grantang
"Kodifikasi cerita rakyat daerah wisata Pangandaran, Jawa Barat","Kodifikasi cerita rakyat daerah wisata Pangandaran, Jawa Barat"
"T.B. Silalahi, cerita tentang pengalamannya","T.B. Silalahi, cerita tentang pengalamannya"
Cerita rakyat daerah Sulawesi Utara,Cerita rakyat daerah Sulawesi Utara
Memahami cerita anak-anak,Memahami cerita anak-anak
Peranan cerita rakyat dalam masyarakat Aceh,Peranan cerita rakyat dalam masyarakat Aceh
Himpunan cerita rakyat dalam sastra Toraja,Himpunan cerita rakyat dalam sastra Toraja
Kumpulan komik cerita rakyat Sorong Selatan,Kumpulan komik cerita rakyat Sorong Selatan
Naskah skenario pemenang lomba penulisan film cerita tahun 2004,Naskah skenario pemenang lomba penulisan film cerita tahun 2004
Cerita rakyat untuk hak asasi manusia,Cerita rakyat untuk hak asasi manusia
"Cerita rakyat dari Kediri, Jawa Timur","Cerita rakyat dari Kediri, Jawa Timur"
"Cerita rakyat dari Gunung Kidul, Yogyakarta","Cerita rakyat dari Gunung Kidul, Yogyakarta"
"Cerita rakyat dari Pati, Jawa Tengah","Cerita rakyat dari Pati, Jawa Tengah"
Kumpulan ringkasan cerita pantun di Priangan,Kumpulan ringkasan cerita pantun di Priangan
Cerita dari lapangan membentuk desa siaga,Cerita dari lapangan membentuk desa siaga
Kalau Julies sedang rindu,Kalau Julies sedang rindu
Dua orang dukun dan cerita pendek Sunda lainnya,Dua orang dukun dan cerita pendek Sunda lainnya
Made dan keempat sahabat karibnya,Made dan keempat sahabat karibnya
Analisis wacana cerita rakyat Kota Madya Jayapura,Analisis wacana cerita rakyat Kota Madya Jayapura
"Cerita rakyat dalam majalah berbahasa Jawa, 1980-an","Cerita rakyat dalam majalah berbahasa Jawa, 1980-an"
Struktur cerita pendek Sunda selepas perang,Struktur cerita pendek Sunda selepas perang
Prosiding Seminar Naskah Kuna Nusantara,Prosiding Seminar Naskah Kuna Nusantara
Suatu cerita dari negeri angin,Suatu cerita dari negeri angin
"Pembelajaran apresiasi cerita pendek dengan strategi tanggapan dan penggambaran ulang (STPU) pada mahasiswa Program Studi Pendidikan Bahasa dan Sastra Indonesia, IKIP PGRI Madiun","Pembelajaran apresiasi cerita pendek dengan strategi tanggapan dan penggambaran ulang (STPU) pada mahasiswa Program Studi Pendidikan Bahasa dan Sastra Indonesia, IKIP PGRI Madiun"
Ceritera rakyat daerah Propinsi Daerah Istimewa Aceh,Ceritera rakyat daerah Propinsi Daerah Istimewa Aceh
"ASEAN, one vision, one identity, one community","ASEAN, one vision, one identity, one community"
Tatakrama di lingkungan keluarga dalam cerita rakyat,Tatakrama di lingkungan keluarga dalam cerita rakyat
Hikayat Sempurna Jaya,Hikayat Sempurna Jaya
Dinamika kelembagaan sistem informasi desa,Dinamika kelembagaan sistem informasi desa
Cerita tekad orang nekad,Cerita tekad orang nekad
Makna cerita panji dalam seni pertunjukan wayang Bali,Makna cerita panji dalam seni pertunjukan wayang Bali
Struktur bahasa Melayu Riau dalam cerita rakyat,Struktur bahasa Melayu Riau dalam cerita rakyat
Cerita rakyat daerah Daerah Istimewa Yogyakarta [dan daerah lainnya],Cerita rakyat daerah Daerah Istimewa Yogyakarta [dan daerah lainnya]
Migratie en cultureel erfgoed,Migratie en cultureel erfgoed
Handak umpat kulawarga barancana,Handak umpat kulawarga barancana
"Batu Benawa, dalam dua bahasa, data dan cerita","Batu Benawa, dalam dua bahasa, data dan cerita"
Peranan cerita rakyat dalam pembentukan dan pembinaan anak,Peranan cerita rakyat dalam pembentukan dan pembinaan anak
Cerita rakyat dari Sulawesi Utara dan Sulawesi Tengah,Cerita rakyat dari Sulawesi Utara dan Sulawesi Tengah
Terjadinya Pulau Madura,Terjadinya Pulau Madura
"Analisis struktur cerita pendek majalah Horison, 1966-1970","Analisis struktur cerita pendek majalah Horison, 1966-1970"
Ceritera rakyat daerah Jambi,Ceritera rakyat daerah Jambi
"Cerita Abdul Badda ; dan, Wasiat para cendekiawan Bugis dalam naskah kuno","Cerita Abdul Badda ; dan, Wasiat para cendekiawan Bugis dalam naskah kuno"
Cerita rakyat dalam kaitan butir-butir Pancasila,Cerita rakyat dalam kaitan butir-butir Pancasila
"Amat Rhang Manyang, Raja Deumet, Puteri Naga, Puteri Bensu dan Malim Dewa, Puteri Ijo","Amat Rhang Manyang, Raja Deumet, Puteri Naga, Puteri Bensu dan Malim Dewa, Puteri Ijo"
Strategi pemasaran film cerita nasional pada PT. Prasidi Teta Film,Strategi pemasaran film cerita nasional pada PT. Prasidi Teta Film
Ngobrol soal tubuh dan seksualitas,Ngobrol soal tubuh dan seksualitas
Kehidupan sosial ekonomi nelayan tradisional di Galesong,Kehidupan sosial ekonomi nelayan tradisional di Galesong
Ketika jenderal pulang,Ketika jenderal pulang
Lancang Kuning dan cerita rakyat lainnya dari daerah Riau,Lancang Kuning dan cerita rakyat lainnya dari daerah Riau
Balikpapan kota tercinta,Balikpapan kota tercinta
Gando Hilang dan cerita rakyat lainnya dari Sumatra Barat,Gando Hilang dan cerita rakyat lainnya dari Sumatra Barat
Pemilu di mata orang Asmat,Pemilu di mata orang Asmat
Cerita rakyat daerah Sulawesi Selatan.,Cerita rakyat daerah Sulawesi Selatan.
Pesan-pesan keseimbangan lingkungan dalam cerita rakyat daerah [nama propinsi],Pesan-pesan keseimbangan lingkungan dalam cerita rakyat daerah [nama propinsi]
Perempuan dan perkawinan dalam cerita pendek peranakan Tionghoa periode awal,Perempuan dan perkawinan dalam cerita pendek peranakan Tionghoa periode awal
Cerita rakyat tokoh utama mitologis dan legendaris daerah Jawa Barat,Cerita rakyat tokoh utama mitologis dan legendaris daerah Jawa Barat
Pesan-pesan keseimbangan lingkungan dalam cerita rakyat daerah Sulawesi Tengah,Pesan-pesan keseimbangan lingkungan dalam cerita rakyat daerah Sulawesi Tengah
Sesat pikir para binatang,Sesat pikir para binatang
Ceritera rakyat daerah Sumatera Selatan,Ceritera rakyat daerah Sumatera Selatan
Cerita binatang dalam beberapa relief pada Candi Sojiwan dan Mendut,Cerita binatang dalam beberapa relief pada Candi Sojiwan dan Mendut
Cerita rakyat tokoh utama notologis dan legendaris daerah Sulawesi Utara,Cerita rakyat tokoh utama notologis dan legendaris daerah Sulawesi Utara
Laporan penelitian kodifikasi cerita rakyat di Kotamadya dan Kabupaten Cirebon,Laporan penelitian kodifikasi cerita rakyat di Kotamadya dan Kabupaten Cirebon
Lelaki di simpang jalan dan bunga rampai cerita pendek Filipina,Lelaki di simpang jalan dan bunga rampai cerita pendek Filipina
Balian jazirah anak ladang,Balian jazirah anak ladang
Sinkretisme dan variasi cerita wayang,Sinkretisme dan variasi cerita wayang
Prabu Borosngora dan lima cerita rakyat lainnya dari daerah Jawa-Barat,Prabu Borosngora dan lima cerita rakyat lainnya dari daerah Jawa-Barat
Sebilah pisau dari Tokyo,Sebilah pisau dari Tokyo
Perdagangan berbasis komunitas lokal,Perdagangan berbasis komunitas lokal
Kaba Sutan Lembak Tuah,Kaba Sutan Lembak Tuah
Tiga putra membela ibu dan tanah air,Tiga putra membela ibu dan tanah air
Cerita rakyat tokoh utama mitologis dan legendaris daerah Nusa Tenggara Timur,Cerita rakyat tokoh utama mitologis dan legendaris daerah Nusa Tenggara Timur
Masarasenani dan matahari,Masarasenani dan matahari
"Analisis struktur cerita pendek dalam majalah, 1930-1934","Analisis struktur cerita pendek dalam majalah, 1930-1934"
Representasi nilai budaya dan fungsi cerita rakyat Pulau Mandangin bagi masyarakat pendukungnya,Representasi nilai budaya dan fungsi cerita rakyat Pulau Mandangin bagi masyarakat pendukungnya
Tiga kulano dari Dagho,Tiga kulano dari Dagho
Langit dan bumi sahabat kami,Langit dan bumi sahabat kami
Sejarah dan perkembangan cerita murwakala dan ruwatan dari sumber-sumber sastra Jawa,Sejarah dan perkembangan cerita murwakala dan ruwatan dari sumber-sumber sastra Jawa
"Analisis struktur cerita pendek, 1935-1939","Analisis struktur cerita pendek, 1935-1939"
"Sastra lisan ""orang laut""","Sastra lisan ""orang laut"""
Naskah sastra lama Aceh,Naskah sastra lama Aceh
Sastra Bugis klasik dan terjemahannya,Sastra Bugis klasik dan terjemahannya
United colors of Indonesia,United colors of Indonesia
Struktur cerita dalam buku kumpulan cerpen Robohnya surau kami,Struktur cerita dalam buku kumpulan cerpen Robohnya surau kami
Sepucuk surat buat emak,Sepucuk surat buat emak
Putri Lindung Bulan dan Putri Seri Bulan serta cerita rakyat lainnya dari Jambi,Putri Lindung Bulan dan Putri Seri Bulan serta cerita rakyat lainnya dari Jambi
Filosofi wahyu keraton,Filosofi wahyu keraton
Tentara Pelajar Indonesia,Tentara Pelajar Indonesia
Iblis mengamuk di Mataram,Iblis mengamuk di Mataram
Anak baik dan anak durhaka,Anak baik dan anak durhaka
Memahami kekerasan dalam rumah tangga dan menanggulanginya,Memahami kekerasan dalam rumah tangga dan menanggulanginya
Menuju kemuliaan diri,Menuju kemuliaan diri
"Studi tentang gending-gending iringan ""ndadi"" angguk non cerita daerah Kabupaten Kebumen","Studi tentang gending-gending iringan ""ndadi"" angguk non cerita daerah Kabupaten Kebumen"
Konsep penciptaan teks drama radio bagi perancangan produk drama audio digital berbasis cerita sejarah sebagai media pendidikan nasionalisme,Konsep penciptaan teks drama radio bagi perancangan produk drama audio digital berbasis cerita sejarah sebagai media pendidikan nasionalisme
Ceritera rakyat daerah Sumatera Utara,Ceritera rakyat daerah Sumatera Utara
"Si Cupak ; dan, si Gantang","Si Cupak ; dan, si Gantang"
Beberapa kumpulan ceritera epos Betawi,Beberapa kumpulan ceritera epos Betawi
Transformasi unsur cerita seni pertunjukan rakyat di Jawa Timur dalam bacaan anak-anak,Transformasi unsur cerita seni pertunjukan rakyat di Jawa Timur dalam bacaan anak-anak
Sĕrat Narasawan (AS 75),Sĕrat Narasawan (AS 75)
Sistem peringatan dini tsunami di Indonesia,Sistem peringatan dini tsunami di Indonesia
Lahirnya Nakula-Sadewa,Lahirnya Nakula-Sadewa
Ceritera rakyat daerah Nusa Tenggara Barat,Ceritera rakyat daerah Nusa Tenggara Barat
Menggali nilai budaya tradisi lisan dari Papua,Menggali nilai budaya tradisi lisan dari Papua
Pencarian ke dalam diri,Pencarian ke dalam diri
Satu perspektif untuk Papua,Satu perspektif untuk Papua
You need a good lawyer to set you free from the jail of your heart,You need a good lawyer to set you free from the jail of your heart
Intisari bhagavad gita,Intisari bhagavad gita
Hikayat Maharaja Garebag Jagat,Hikayat Maharaja Garebag Jagat
Pengaruh kontekstualisasi dan visualisasi nilai-nilai cerita rakyat Bali dalam pelaksanaan PNK terhadap perilaku anak-anak Balvikas SSG Sidatapa Kabupaten Buleleng,Pengaruh kontekstualisasi dan visualisasi nilai-nilai cerita rakyat Bali dalam pelaksanaan PNK terhadap perilaku anak-anak Balvikas SSG Sidatapa Kabupaten Buleleng
Orang-orang di sekitar Pak Rai,Orang-orang di sekitar Pak Rai
Bahasa pedalangan wayang kulit purwa di Jawa Timur,Bahasa pedalangan wayang kulit purwa di Jawa Timur
Asal mula sumber garam Kuwu,Asal mula sumber garam Kuwu
The pating tlecek ruang arsitektur,The pating tlecek ruang arsitektur
Hubungan sikap membaca siswa dan kinerja guru,Hubungan sikap membaca siswa dan kinerja guru
Kisah nyata de pinggir Jalan Slamet Riyadi di Surakarta,Kisah nyata de pinggir Jalan Slamet Riyadi di Surakarta
"Meninjau bahasa rupa wayang beber Jaka Kembang Kuning dari telaah cara wimba dan tata ungkapan bahasa rupa media ruparungu dwimatra statis modern dalam hubungannya dengan bahasa rupa gambar prasejarah, primitip, anak, dan relief cerita Lalitavistara Borobudur","Meninjau bahasa rupa wayang beber Jaka Kembang Kuning dari telaah cara wimba dan tata ungkapan bahasa rupa media ruparungu dwimatra statis modern dalam hubungannya dengan bahasa rupa gambar prasejarah, primitip, anak, dan relief cerita Lalitavistara Borobudur"
Dongeng-dongeng tentang nenek moyang kita yang berasal dari daerah pantai di Sidei,Dongeng-dongeng tentang nenek moyang kita yang berasal dari daerah pantai di Sidei
Payung hitam keadilan,Payung hitam keadilan
Sebuah dunia tanpa suami,Sebuah dunia tanpa suami
Hikayat Sultan Iskandar Muda,Hikayat Sultan Iskandar Muda
Petualangan akik merah darah,Petualangan akik merah darah
Little mice game over!!,Little mice game over!!
Dari jejak-jejak anak gembala ke sebuah kepergian,Dari jejak-jejak anak gembala ke sebuah kepergian
Mereka yang dipisahkan,Mereka yang dipisahkan
Perspektif gerakan mahasiswa 1978 dalam percaturan politik nasional,Perspektif gerakan mahasiswa 1978 dalam percaturan politik nasional
Nilai-nilai budaya yang terkandung dalam londe dan badong Toraja,Nilai-nilai budaya yang terkandung dalam londe dan badong Toraja
The romance of K'tut Tantri and Indonesia,The romance of K'tut Tantri and Indonesia
Best Friend in Indonesia,Best Friend in Indonesia
The Anthropological Romance of Bali 15971972,The Anthropological Romance of Bali 15971972
From ritual to romance,From ritual to romance
The Guy from the Beach Resort,The Guy from the Beach Resort
The Dreamers of Allianz,The Dreamers of Allianz
The Paradise Guest House,The Paradise Guest House
White Sands of Pasir Poetih,White Sands of Pasir Poetih
Romantische Liebe aus dem Fernsehen,Romantische Liebe aus dem Fernsehen
Enchanted Magical Fairy Folk a Fantasy World for INDONESIA,Enchanted Magical Fairy Folk a Fantasy World for INDONESIA
Dances of Indonesia Booklet,Dances of Indonesia Booklet
"Arifien, the life and fantasy of an emerging Indonesian painter","Arifien, the life and fantasy of an emerging Indonesian painter"
Living in the Stone Age,Living in the Stone Age
Di sekitar lahirnya Republik,Di sekitar lahirnya Republik
Littérature et bandes dessinées fantastiques sur le monde malais,Littérature et bandes dessinées fantastiques sur le monde malais
Pedoman kajian geografi sejarah Indonesia,Pedoman kajian geografi sejarah Indonesia
